8,0.348738,3308,17795,0.0762505,0.679954,2.99133,1.91173,18.9852,4.52142
9,0.278494,3308,17808,0.0762505,0.68232,2.99133,1.90526,18.9852,4.4971
10,1.164,3308,17808,0.0820312,0.691154,2.98018,1.89639,18.9852,4.44476
11,0.021947,-1,-1,-1,-1,-1,-1,-1,-1
7,0.076987,7721,40545,0.0757393,0.688021,3.01856,1.89762,19.1946,4.52137
8,0.571644,4577,24951,0.0820312,0.710954,2.98018,1.87241,17.8716,4.24672
9,0.50537,4577,25043,0.0820312,0.715982,2.98018,1.85647,14.6938,4.18992
8,11.186,71998,392137,0.000604742,0.809449,3.14038,1.77234,426.946,3.86208
10,1.51367,4577,25043,0.121547,0.749811,2.92532,1.82116,11.8047,4.01813
7,0.035629,5954,31648,0.121547,0.74366,2.95732,1.83154,13.038,4.0977
8,0.3933,4562,24993,0.121547,0.748772,2.92532,1.82028,11.8047,4.01618
9,0.418698,4562,25035,0.121547,0.749655,2.92532,1.81571,11.5178,4.00075
10,1.4073,4562,25035,0.121547,0.765555,2.92346,1.79727,11.5178,3.9255
7,0.036071,5401,28972,0.121547,0.758886,2.92346,1.80859,11.5178,3.99116
8,0.317577,4557,25008,0.121547,0.763869,2.92346,1.79877,11.5178,3.92958
9,0.447827,4557,25031,0.121547,0.764038,2.92346,1.79776,11.5178,3.9248
10,1.50252,4557,25031,0.121547,0.771533,2.90979,1.78961,11.5178,3.89227
11,0.018416,-1,-1,-1,-1,-1,-1,-1,-1
7,0.064731,6467,34786,0.121547,0.750097,2.93054,1.82017,12.5657,4.07878
8,0.655636,4982,27413,0.165138,0.768354,2.79991,1.79553,9.65462,3.90836
9,0.468994,4982,27421,0.179134,0.769755,2.79991,1.7915,9.03686,3.89541
10,1.62742,4982,27421,0.201593,0.784593,2.7867,1.77667,8.29006,3.82558
9,8.66065,71998,389521,0.00390466,0.819385,3.13504,1.75008,118.382,3.79486
8,0.687991,4844,26662,0.201593,0.784347,2.7867,1.77659,7.96066,3.82614
12,0.112845,2164,7041,0.201593,0.744723,2.7867,1.82729,7.96066,3.97063
13,-1,0,-1,-1,-1,-1,-1,-1,-1
10,20.2328,71998,389521,0.0331707,0.867079,3.07905,1.7095,28.6706,3.56237
7,1.45929,128907,672360,0.0331707,0.80927,3.07905,1.75961,28.6706,3.77267
8,8.02399,80080,432774,0.0331707,0.852559,3.07905,1.7221,28.6706,3.60441
9,10.4774,80080,433108,0.0718957,0.853771,3.02805,1.7195,17.0115,3.59654
10,21.0759,80080,433108,0.080841,0.874978,2.97559,1.69368,16.281,3.51793
7,1.13809,118380,618131,0.080841,0.831195,2.97559,1.72911,16.281,3.67287
8,7.30768,82139,444770,0.083324,0.867698,2.95915,1.70073,16.281,3.53981
9,9.94992,82139,445105,0.083324,0.867736,2.95915,1.7002,16.281,3.53732
10,20.2102,82139,445105,0.083324,0.879652,2.93627,1.68516,16.281,3.49537
11,0.154999,-1,-1,-1,-1,-1,-1,-1,-1
7,1.07811,114676,599641,0.083324,0.839657,2.91286,1.71836,15.3318,3.63725
8,7.28239,83793,454464,0.192859,0.873912,2.79291,1.69167,7.99565,3.51314
9,11.1956,83793,454711,0.192859,0.87386,2.79291,1.69141,7.99565,3.5115
10,19.8832,83793,454711,0.208277,0.882007,2.77178,1.6812,7.95394,3.48296
8,4.70743,82231,446536,0.208277,0.88356,2.77178,1.6796,7.95394,3.47885
12,1.1648,4282,16381,0.208277,0.819703,2.77178,1.73354,7.84312,3.64718
13,-1,0,-1,-1,-1,-1,-1,-1,-1
